Ref,Qty,Value,Footprint,Link,Part No.,
W111 ,1,T5,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W113 ,1,T6,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W117 ,1,T7,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W119 ,1,V2,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W106 ,1,T3,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W101 ,1,V3,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W103 ,1,P3,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W201 ,1,Vin,Measurement_Points:Measurement_Point_Round-SMD-Pad_Small,np,np
W204 ,1,V4,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W203 ,1,+12V,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W202 ,1,Vbat,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W205 ,1,Vset,Measurement_Points:Measurement_Point_ScopeProbe_Round-SMD-2sides-Pad_Small,np,np
W301 W302 W313 W314 W315 W316 W309 W310 W311 W312 ,10,TEST_1P,Measurement_Points:Measurement_Point_Square-SMD-Pad_Small,np,np
W307 W308 ,2,CONN_01X01,Pin_Headers:Pin_Header_Straight_1x01,np,np
X301 ,1,ASTX-H11-25.MHZ,Crystals:ASTX-H11,<a href="https://www.digikey.com/products/en?keywords=535-12039-1-ND">Link</a>,535-12039-1-ND
